author,statement,source,date,label
Ricardo Torres,"Thanks to negotiating drug prices ""our seniors, instead of paying $500 a month for drugs, are paying no more than 35 cents.""",Gwen Moore,"October 9, 2023",false
Samantha Putterman,"Joe Biden ""put 20 million people on Medicaid who aren’t even eligible, then stopped states from taking them off.""",Nikki Haley,"October 6, 2023",false
Grace Abels,"An ABC News headline said, “Journalist covering the Hunter Biden case dies after being shot 7 times.”",TikTok posts,"October 6, 2023",false
Sara Swann,"""Bill Gates mRNA 'air vaccine' approved for use against non-consenting humans""",Instagram posts,"October 6, 2023",false
Aubrey Burkhardt,“The percentage of students that are going to college (in West Virginia) has been declining for five years.”,George Zimmerman,"October 6, 2023",mostly-true
Michelle Peribanez,“Gas prices have skyrocketed since Joe Biden took office and continue to do so everyday.”,Carol Miller,"October 6, 2023",half-true
Derek Nastasi,Foreign languages are “not a high priority” nationally,E. Gordon Gee,"October 6, 2023",half-true
Amy Sherman,New York Attorney General Letitia James and Judge Arthur Engoron valued Mar-a-Lago at $18 million.,Facebook posts,"October 6, 2023",false
Madison Czopek,"James Biden’s text message to Hunter Biden that says, “I can work with you(r) father alone,” shows that Joe Biden was “in business” with Hunter Biden.",Jesse Watters,"October 6, 2023",false
Jeff Cercone,"Flu shot ingredients include aborted human cell cultures, monkey kidney cells and antifreeze.",Instagram posts,"October 6, 2023",false
Amy Sherman,"“Under the Obama-Biden administration, we invested hundreds of millions of dollars in the state of Florida replacing wooden power poles with steel poles and we buried these electric lines.""",Joe Biden,"October 6, 2023",false
Sophia Voight,"China sends “fentanyl into America killing 80,000 Americans a year.”",Mike Gallagher,"October 6, 2023",half-true
Ciara O'Rourke,Video shows President Joe Biden admitting “shady role in Maui fires.”,Facebook posts,"October 5, 2023",false
Ciara O'Rourke,“CDC admits it faked 99% of COVID deaths to scare public into taking vaccine.”,Viral image,"October 5, 2023",false
Sara Swann,“A new deadly pandemic is at our doorstep.”,Facebook posts,"October 5, 2023",false
Ciara O'Rourke,“FDA wants to replace salt with Bill Gates’ new mRNA fake salt.”,Instagram posts,"October 5, 2023",false
Louis Jacobson,"When I took office, “the auto industry was on its knees gasping its last breath.” Trump administration “tariffs and taxes saved the American auto industry from extinction.""",Donald Trump,"October 5, 2023",false
Ciara O'Rourke,Former President Donald Trump is commander in chief.,Instagram posts,"October 5, 2023",pants-fire
Ciara O'Rourke,“Oprah FREAKS OUT after 15 kids are finally found on Maui.”,Facebook posts,"October 5, 2023",false
Ciara O'Rourke,“Trump controls U.S. military.”,Facebook posts,"October 5, 2023",pants-fire
Ciara O'Rourke,“Man cuts off wife’s head after DNA test proved none of 6 kids are his own.”,Facebook posts,"October 5, 2023",false
Ciara O'Rourke,“Bill Gates: People who resist ‘mRNA tsunami’ will be excluded from society.”,Instagram posts,"October 5, 2023",false
Sophia Bookwood,“#Bidenomics has led to mortgage rates hitting a 21-year high → over 7%.”,Shelley Moore Capito,"October 5, 2023",mostly-true
Samuel Russ,"“Just in the last four years, $80 billion in federal funding has come to West Virginia — $22 billion more than we've ever received.”",Joe Manchin,"October 5, 2023",mostly-true
Ethan Moore,"During E. Gordon Gee's presidency of West Virginia University, ""student enrollments have steadily decreased.""",West Virginia University Faculty Senate,"October 5, 2023",mostly-true
Ciara O'Rourke,California Gov. Gavin Newsom is “not human.”,Instagram posts,"October 5, 2023",pants-fire
Marta Campabadal,Six million or 7 million people have “come illegally under Biden.”,Ron DeSantis,"• October 4,",barely-true
Sara Swann,Video shows magnetic meat for sale in U.S. grocery stores.,Facebook posts,"October 4, 2023",false
Ciara O'Rourke,“Katie Hobbs no longer governor of Arizona.”,Facebook posts,"October 4, 2023",false
Loreben Tuquero,Campaign finance disclosures showed Fulton County District Attorney Fani Willis took part in a “massive money laundering and election fraud” scheme.,Facebook posts,"October 3, 2023",false
Madison Czopek,"“Burisma Energy accountant, who blew the whistle on Biden bribery scheme, found dead.”",Instagram posts,"October 3, 2023",false
Maria Briceño,Patent shows 5G towers are used for brainwashing.,Facebook posts,"October 3, 2023",pants-fire
Ciara O'Rourke,“NATO troops deployed to Ukraine.”,Facebook posts,"October 3, 2023",false
Ciara O'Rourke,A fact-check proves Michelle Obama is “a he.”,Facebook posts,"October 3, 2023",pants-fire
Louis Jacobson,"""Since the mid-'90s, this country has been governed by revolving continuing resolution and omnibus spending bill(s). … That is the reason we're $33 trillion in debt.""",Matt Gaetz,"October 2, 2023",half-true
Ciara O'Rourke,Sen. Dianne Feinstein tweeted about getting COVID-19 and flu vaccines days before her death.,Viral image,"October 2, 2023",false
Ciara O'Rourke,Video shows Rep. Alexandria Ocasio-Cortez crying on CNN.,Facebook posts,"October 2, 2023",false
Ciara O'Rourke,Video shows U.S. Reps. Alexandria Ocasio-Cortez and Nancy Pelosi discussing Jan. 6 with President Joe Biden.,Viral image,"October 2, 2023",false
Michelle Andrews,"“Under ‘Crooked Joe’ Biden, there has been a catastrophic increase in shortages of essential medicines.”",Donald Trump,"October 2, 2023",false
Grace Abels,A video shows children disappearing from inside a school bus.,Facebook posts,"September 29, 2023",pants-fire
Jeff Cercone,New York City is spraying unsafe pesticides to combat West Nile virus.,Instagram posts,"September 29, 2023",false
Ciara O'Rourke,A Sept. 20 video shows President Joe Biden’s body double.,Instagram posts,"September 29, 2023",false
Marta Campabadal,"""En ciertos estados el gobierno de Estados Unidos comprará los paneles por ti y te los dará sin ningún costo en caso de que te pases a energía solar en las próximas semanas"".",Facebook posts,"• September 29,",false
Jeff Cercone,Arizona Senate “indicted” Gov. Katie Hobbs.,TikTok posts,"September 29, 2023",pants-fire
Ciara O'Rourke,"“Pentagon releases NASA footage of 2,000 mile long UFO near Saturn.”",Facebook posts,"September 29, 2023",false
Marta Campabadal,"""Se declara emergencia máxima"" por congelamiento en Estados Unidos.",Facebook posts,"• September 29,",false
Ciara O'Rourke,“Three minutes ago Trump cries after losing everything after new evidence exposed.”,Facebook posts,"September 29, 2023",false
Ciara O'Rourke,President Joe Biden and his son snorted cocaine in the White House.,Instagram posts,"September 29, 2023",false
Ciara O'Rourke,Video shows “everyone will be wiped out in 21 days.”,Facebook posts,"September 29, 2023",false
Louis Jacobson,“We are more energy independent today” under President Joe Biden.,Gavin Newsom,"September 28, 2023",half-true
Grace Abels,"Being transgender is a ""mental health disorder.""",Vivek Ramaswamy,"September 28, 2023",false
Sara Swann,"World Economic Forum “elites” are pushing the Great Reset, which aims to control people by taking all their possessions.",Instagram posts,"September 28, 2023",false
Ciara O'Rourke,“Klaus Schwab admits agenda 2030 is failing as millions rise up against new world order.”,Viral image,"September 28, 2023",false
Maria Briceño,"“Si ganas menos de $50,000 al año” puedes calificar para un crédito de salud y usarlo para “lo que sea”.",Facebook posts,"September 28, 2023",barely-true
Ciara O'Rourke,A 1970s public service announcement offers tips for avoiding the coronavirus.,Viral image,"September 28, 2023",false
Ciara O'Rourke,“Donald Trump exposes why 9/11 was an inside job.”,Instagram posts,"September 28, 2023",false
Loreben Tuquero,"At a United Nations summit, President Joe Biden and U.N. Secretary-General António Guterres warned of a planned disaster.",Facebook posts,"September 28, 2023",false
Adrianne Dering,"“A few years back,” Mitchell Stadium in Bluefield, W.Va., “was voted the best high school football field in America.”",Mike Oliverio,"September 28, 2023",true
Amy Sherman,“Ron DeSantis is against fracking. He is against drilling.”,Nikki Haley,"September 28, 2023",half-true
Maria Briceño,“Bill Gates está liberando miles y miles de mosquitos modificados genéticamente para que le piquen a las personas…y que pueden ser perfectamente una arma biológica”.,Facebook posts,"September 27, 2023",false
Sara Swann,"""Trump just bought a handgun!”",Instagram posts,"September 27, 2023",false
Ciara O'Rourke,Video shows all highways closed in Berlin “right now.”,Facebook posts,"September 27, 2023",false
Sara Swann,"“They brought in 25,000 (National Guard members) because Biden couldn't get enough people to his inauguration.”",Instagram posts,"September 27, 2023",false
Ciara O'Rourke,A greeting message for Ukraine President Volodymyr Zelenskyy said “Glory to Urine.”,Viral image,"September 27, 2023",false
Loreben Tuquero,"A video proves U.S. Attorney General Merrick Garland faces “a lying charge” after giving a fake number to Sen. John Kennedy, R-La., at a hearing.",Facebook posts,"September 26, 2023",pants-fire
Madison Czopek,"“Joe Biden grants voting rights to 500,000 invaders.”",TikTok posts,"September 26, 2023",false
Sara Swann,"Under Project Hamilton, “every dollar you hold in your bank account, your wallet and even your retirement” will be confiscated and “replaced with a dangerous new totally digital dollar.”",Facebook posts,"September 26, 2023",false
Kylie Tuttle,"“Under Jim Justice,” West Virginia had “the lowest unemployment rate in state history.”",Jim Justice,"September 26, 2023",mostly-true
Jeff Cercone,"U.S. aid to Ukraine will continue during a government shutdown, but programs for food stamps, transportation, education, justice, environmental protection and homelessness will not.",Instagram posts,"September 26, 2023",half-true
Grace Abels,Image shows Sen. Rand Paul in a bathrobe on the steps of the U.S. Capitol.,Facebook posts,"September 25, 2023",false
Marta Campabadal,"Una receta casera ""restaura la visión en 7 días, el glaucoma y las cataratas quedan en el pasado"".",Facebook posts,"• September 25,",false
Maria Briceño,"“El estado de California podría quitarte a tus hijos si no aceptas cambiarles el sexo"".",TikTok posts,"September 25, 2023",false
Jeff Cercone,"""Texas teacher fired for reading Diary of Anne Frank to class.”",Randi Weingarten,"September 22, 2023",half-true
Madison Czopek,Giant human skeletons as large as 36 feet have been “unearthed and documented” in historical records.,Facebook posts,"September 22, 2023",false
Marta Campabadal,"Since Joe Biden “has taken office, unemployment in our (Latino) community has been cut in half.""",Joe Biden,"• September 22,",mostly-true
Maria Briceño,"Supervisores del TSA de Estados Unidos tuvieron una junta y ""para mediados de octubre van a decir que cualquiera persona que vaya a volar, va a tener que usar el tapabocas otra vez"".",Facebook posts,"September 22, 2023",false
Paul Specht,“Gov. Roy Cooper is blocking a pioneering school choice bill that would give thousands of low-income parents the funds to allow their kids to get a high-quality education.”,Unleash Prosperity Now,"September 21, 2023",barely-true
Sara Swann,"""Poland declares war on Russia.”",Facebook posts,"September 21, 2023",false
Ciara O'Rourke,Video shows a Federal Emergency Management Agency “concentration camp” in Hawaii.,Facebook posts,"September 21, 2023",pants-fire
Ciara O'Rourke,"Video shows Elon Musk promising $45,000 in Canadian currency for participating Canadian citizens.",Facebook posts,"September 21, 2023",false
Ciara O'Rourke,"Princess Diana, actor Heath Ledger and musician John Lennon were “killed for exposing the truth.”",Facebook posts,"September 21, 2023",false
